-2.0000000000,69.4402111089
-1.9993999400,69.3694182383
-1.9987998800,69.2985982221
-1.9981998200,69.2277512823
-1.9975997600,69.1568776414
-1.9969997000,69.0859775223
-1.9963996400,69.0150511486
-1.9957995800,68.9440987440
-1.9951995200,68.8731205328
-1.9945994599,68.8021167396
-1.9939993999,68.7310875896
-1.9933993399,68.6600333082
-1.9927992799,68.5889541215
-1.9921992199,68.5178502557
-1.9915991599,68.4467219378
-1.9909990999,68.3755693948
-1.9903990399,68.3043928543
-1.9897989799,68.2331925445
-1.9891989199,68.1619686937
-1.9885988599,68.0907215307
-1.9879987999,68.0194512848
-1.9873987399,67.9481581856
-1.9867986799,67.8768424632
-1.9861986199,67.8055043480
-1.9855985599,67.7341440707
-1.9849984998,67.6627618627
-1.9843984398,67.5913579556
-1.9837983798,67.5199325812
-1.9831983198,67.4484859721
-1.9825982598,67.3770183610
-1.9819981998,67.3055299810
-1.9813981398,67.2340210657
-1.9807980798,67.1624918490
-1.9801980198,67.0909425652
-1.9795979598,67.0193734489
-1.9789978998,66.9477847351
-1.9783978398,66.8761766593
-1.9777977798,66.8045494572
-1.9771977198,66.7329033650
-1.9765976598,66.6612386192
-1.9759975998,66.5895554566
-1.9753975398,66.5178541144
-1.9747974797,66.4461348301
-1.9741974197,66.3743978419
-1.9735973597,66.3026433878
-1.9729972997,66.2308717065
-1.9723972397,66.1590830370
-1.9717971797,66.0872776186
-1.9711971197,66.0154556911
-1.9705970597,65.9436174943
-1.9699969997,65.8717632686
-1.9693969397,65.7998932547
-1.9687968797,65.7280076936
-1.9681968197,65.6561068267
-1.9675967597,65.5841908956
-1.9669966997,65.5122601423
-1.9663966397,65.4403148092
-1.9657965797,65.3683551390
-1.9651965197,65.2963813745
-1.9645964596,65.2243937590
-1.9639963996,65.1523925362
-1.9633963396,65.0803779501
-1.9627962796,65.0083502447
-1.9621962196,64.9363096648
-1.9615961596,64.8642564550
-1.9609960996,64.7921908607
-1.9603960396,64.7201131271
-1.9597959796,64.6480235002
-1.9591959196,64.5759222259
-1.9585958596,64.5038095506
-1.9579957996,64.4316857210
-1.9573957396,64.3595509839
-1.9567956796,64.2874055867
-1.9561956196,64.2152497768
-1.9555955596,64.1430838020
-1.9549954995,64.0709079105
-1.9543954395,63.9987223505
-1.9537953795,63.9265273708
-1.9531953195,63.8543232201
-1.9525952595,63.7821101479
-1.9519951995,63.7098884034
-1.9513951395,63.6376582364
-1.9507950795,63.5654198969
-1.9501950195,63.4931736352
-1.9495949595,63.4209197018
-1.9489948995,63.3486583475
-1.9483948395,63.2763898234
-1.9477947795,63.2041143806
-1.9471947195,63.1318322708
-1.9465946595,63.0595437458
