-32.9138180,144.3064840
-32.9138140,144.3064430
-32.9138100,144.3064020
-32.9138070,144.3063620
-32.9138030,144.3063230
-32.9138000,144.3062850
-32.9137960,144.3062470
-32.9137930,144.3062100
-32.9137900,144.3061740
-32.9137870,144.3061380
-32.9137840,144.3061020
-32.9137800,144.3060660
-32.9137770,144.3060310
-32.9137740,144.3059970
-32.9137710,144.3059650
-32.9137680,144.3059340
-32.9137660,144.3059040
-32.9137630,144.3058750
-32.9137600,144.3058390
-32.9137570,144.3058050
-32.9137540,144.3057740
-32.9137520,144.3057440
-32.9137490,144.3057100
-32.9137460,144.3056800
-32.9137430,144.3056490
-32.9137400,144.3056170
-32.9137380,144.3055890
-32.9137350,144.3055600
-32.9137320,144.3055310
-32.9137300,144.3055030
-32.9137270,144.3054730
-32.9137240,144.3054400
-32.9137210,144.3054060
-32.9137190,144.3053750
-32.9137160,144.3053410
-32.9137120,144.3053040
-32.9137100,144.3052750
-32.9137070,144.3052440
-32.9137040,144.3052120
-32.9137010,144.3051790
-32.9136980,144.3051440
-32.9136950,144.3051090
-32.9136920,144.3050730
-32.9136880,144.3050360
-32.9136850,144.3049980
-32.9136820,144.3049600
-32.9136780,144.3049200
-32.9136750,144.3048800
-32.9136710,144.3048400
-32.9136670,144.3047990
-32.9136640,144.3047570
-32.9136610,144.3047290
-32.9136580,144.3047010
-32.9136560,144.3046720
-32.9136540,144.3046440
-32.9136510,144.3046150
-32.9136480,144.3045860
-32.9136460,144.3045580
-32.9136430,144.3045290
-32.9136410,144.3045000
-32.9136380,144.3044720
-32.9136360,144.3044430
-32.9136330,144.3044150
-32.9136310,144.3043880
-32.9136270,144.3043470
-32.9136230,144.3043060
-32.9136200,144.3042670
-32.9136160,144.3042280
-32.9136130,144.3041900
-32.9136100,144.3041530
-32.9136070,144.3041160
-32.9136030,144.3040810
-32.9136000,144.3040460
-32.9135970,144.3040120
-32.9135940,144.3039780
-32.9135910,144.3039450
-32.9135880,144.3039110
-32.9135850,144.3038770
-32.9135820,144.3038440
-32.9135790,144.3038110
-32.9135760,144.3037800
-32.9135740,144.3037490
-32.9135710,144.3037200
-32.9135680,144.3036840
-32.9135650,144.3036500
-32.9135620,144.3036180
-32.9135590,144.3035870
-32.9135570,144.3035590
-32.9135540,144.3035270
-32.9135520,144.3034980
-32.9135490,144.3034680
-32.9135460,144.3034380
-32.9135440,144.3034090
-32.9135410,144.3033800
-32.9135390,144.3033500
-32.9135360,144.3033180
-32.9135330,144.3032870
-32.9135300,144.3032580
-32.9135280,144.3032290
-32.9135250,144.3032000
-32.9135230,144.3031700
-32.9135200,144.3031410
-32.9135180,144.3031130
-32.9135150,144.3030820
-32.9135120,144.3030520
-32.9135090,144.3030190
-32.9135060,144.3029880
-32.9135030,144.3029540
-32.9135000,144.3029210
-32.9134970,144.3028850
-32.9134940,144.3028540
-32.9134910,144.3028220
-32.9134880,144.3027880
-32.9134850,144.3027520
-32.9134820,144.3027150
-32.9134790,144.3026770
-32.9134750,144.3026380
-32.9134720,144.3025980
-32.9134680,144.3025570
-32.9134650,144.3025290
-32.9134630,144.3025000
-32.9134600,144.3024710
-32.9134570,144.3024410
-32.9134550,144.3024110
-32.9134520,144.3023790
-32.9134490,144.3023480
-32.9134460,144.3023150
-32.9134430,144.3022820
-32.9134400,144.3022480
-32.9134370,144.3022140
-32.9134340,144.3021800
-32.9134310,144.3021450
-32.9134280,144.3021090
-32.9134250,144.3020730
-32.9134210,144.3020370
-32.9134180,144.3020010
-32.9134150,144.3019640
-32.9134120,144.3019270
-32.9134080,144.3018900
-32.9134050,144.3018530
-32.9134020,144.3018160
-32.9133980,144.3017780
